id;type;file
psi_vitakinetic_healer;profession;data/mods/MindOverMatter/professions.json
achievement_lvl_10_cutting;achievement;data/json/achievements.json
docile;effect_type;data/json/effects.json
DEBUG_spellbook;BOOK;data/mods/Magiclysm/items/spellbooks.json
achievement_kill_insect;achievement;data/json/achievements.json
NC_OPS_launcher;item_group;data/json/npcs/NC_OPS.json
TALK_TEST_SPEAKER_EFFECT_SIMPLE_CONDITIONAL;talk_topic;data/json/npcs/TALK_TEST.json
cotton_ball_bag_full;item_group;data/json/itemgroups/Drugs_Tobacco_Alcohol/drugs.json
refctr_W2b;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
score_max_acft_z;score;data/json/scores.json
tr_unfinished_construction;trap;data/json/traps.json
evac_center_25_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_281_SPRINGFIELD;city;data/mods/MA/cities.json
constr_dock_deep_frame;construction;data/json/construction.json
MISSION_FORGE_DIVINER_TRIFFID;mission_definition;data/mods/Magiclysm/npc/forge_diviner_missions.json
risk_low;overmap_location;data/json/npcs/destination_locations.json
test_plate_skirt;ARMOR;data/mods/TEST_DATA/items.json
refctr_E3e_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
camp_attack_start;scenario;data/json/scenarios.json
refctr_SW4e_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
xe_cold_iron_cut_damage;damage_type;data/mods/Xedra_Evolved/damage_types.json
battery_test;BATTERY;data/json/items/battery.json
Cabin_6;overmap_special;data/json/overmap/overmap_special/specials.json
app_forge;construction;data/json/construction.json
zone_strip;LOOT_ZONE;data/json/zones.json
source_of_anything;overmap_location;data/json/npcs/destination_locations.json
pyro_quell_flames_2;SPELL;data/mods/MindOverMatter/powers/pyrokinesis.json
constr_coffee_table;construction;data/json/construction.json
refctr_SE4c_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
mon_debug_grabber_mid;MONSTER;data/json/monsters/misc.json
NC_ARMY_weapon_random;item_group;data/mods/innawood/npcs/NC_ARMY.json
refctr_W3c_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
Occupied Homeless Camp;overmap_special;data/json/overmap/overmap_special/specials.json
melon_harv;harvest;data/mods/TropiCataclysm/tropical_harvest.json
refctr_SW2d;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SW4a_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_FARMER_tools;item_group;data/json/npcs/NC_FARMER.json
test_flashlight;TOOL;data/mods/TEST_DATA/items.json
2fmotel_entrance;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_commercial.json
NC_SOLDIER_shoes;item_group;data/json/npcs/NC_SOLDIER.json
constr_window_enhanced;construction;data/json/construction.json
refctr_E3c_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_ARSONIST_stabbing;item_group;data/json/npcs/NC_ARSONIST.json
refctr_W2d_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SE3b_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NE1d_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W4a_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
carry_weight_text_no_label;widget;data/json/ui/carry_weight.json
Lab_CARGO_2x2x1;overmap_special;data/json/overmap/overmap_special/lab_modular/lab_mini_specials.json
afs_cargo_trough;vehicle_part;data/mods/Aftershock/vehicles/vehicle_parts.json
test_style_ma1;martial_art;data/mods/TEST_DATA/martialarts.json
Occupied Scrap Yard;overmap_special;data/json/overmap/overmap_special/specials.json
ACT_AIM;activity_type;data/json/player_activities.json
Sandy Island;overmap_special;data/mods/innawood/overmap/specials_kept.json
EOC_FACTION_SUCCESSION_COOLDOWN;effect_on_condition;data/json/npcs/missiondef.json
MA_15_ATHOL;city;data/mods/MA/cities.json
martial_training;profession;data/json/hobbies.json
f_elder_ginseng;furniture;data/mods/Xedra_Evolved/furniture_and_terrain/furniture-plants.json
refctr_NW5a_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
ITEM_BROKEN;json_flag;data/json/flags.json
MA_194_MONTGOMERY;city;data/mods/MA/cities.json
ACT_FIRSTAID;activity_type;data/json/player_activities.json
achievement_vehicle_velocity_boat_125mph;achievement;data/json/achievements.json
constr_drystone_wall;construction;data/json/construction.json
refctr_W2c_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
source_of_weapons;overmap_location;data/json/npcs/destination_locations.json
refctr_E5d;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
nested_all_gambeson;nested_category;data/json/recipes/nested.json
refctr_E2b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_222_OAKHAM;city;data/mods/MA/cities.json
refctr_E2c_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
EOC_LIEUTENANT_SHADOW_CHECK_POS;effect_on_condition;data/json/monsters/zed_lieutenant.json
constr_clear_rubble_wreckage;construction;data/json/construction.json
test_armor_chitin_copy_w_armor_prop;ARMOR;data/mods/TEST_DATA/items.json
refctr_N1d_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
dissect_raptor_sample_huge;harvest;data/json/harvest_dissect.json
last_delivery;scenario;data/json/scenarios.json
f_icebold_large;furniture;data/mods/Aftershock/maps/furniture_and_terrain/terrain_groundxeno.json
gunshop_accessories;item_group;data/json/itemgroups/Locations_MapExtras/locations_commercial.json
test_armor_chitin_copy_prop;ARMOR;data/mods/TEST_DATA/items.json
constr_remove_rock_wall_halfway;construction;data/json/deconstruction.json
ap_foot_locker_recharge_station;construction;data/json/construction.json
refctr_NE2b_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
test_constr_remove_gravel;construction;data/mods/TEST_DATA/construction.json
refctr_N2e_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_225_OTIS;city;data/mods/MA/cities.json
refctr_E2e_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
EOC_DEATH_SWITCH;effect_on_condition;data/json/effect_on_condition.json
refctr_S5c_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_S4d_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
handymanservice;profession;data/json/professions.json
ACT_DATA_HANDLING;activity_type;data/json/player_activities.json
constr_revert_sconc_wall_paint_gray;construction;data/json/construction.json
masked_scent;effect_type;data/json/effects.json
MA_2_ACTON;city;data/mods/MA/cities.json
test_hazmat_shirt;ARMOR;data/mods/TEST_DATA/items.json
fatigue_num;widget;data/json/ui/fatigue.json
psi_telepath_interrogater;profession;data/mods/MindOverMatter/professions.json
refctr_SE3c_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_chop_trunk;construction;data/json/construction.json
refctr_W1d_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NE2c;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SE3c_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
took_prozac_visible;effect_type;data/json/effects.json
t_outcrop;terrain;data/mods/TropiCataclysm/tropical_terrain.json
NC_BUNKER_MERCHANT_extra;item_group;data/json/npcs/bunker_shop/NC_BUNKER_MERCHANT.json
MA_53_CHARLEMONT;city;data/mods/MA/cities.json
MA_149_LAWRENCE;city;data/mods/MA/cities.json
app_standing_floodlight;construction;data/json/construction.json
test_thrown_dex_mod_hand;character_mod;data/mods/TEST_DATA/character_modifiers.json
refctr_SE2b_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W5e_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
TALK_TEST_AND;talk_topic;data/json/npcs/TALK_TEST.json
NC_FARMER_storage;item_group;data/json/npcs/NC_FARMER.json
refctr_W2d;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
morale_perm_fpmode_on;morale_type;data/json/morale_types.json
constr_deconstruct_simple;construction;data/json/construction.json
test_status_sym_torso_text;widget;data/mods/TEST_DATA/widgets.json
evac_center_6_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
Occupied Lumbermill;overmap_special;data/json/overmap/overmap_special/specials.json
constr_palisade_gate;construction;data/json/construction.json
NC_NPC_MUTANT_PLANT;npc_class;data/mods/No_Hope/NPC/npc_classes_mutant.json
NC_ARSONIST_extra;item_group;data/json/npcs/NC_ARSONIST.json
morale_perm_badtemper;morale_type;data/json/morale_types.json
test_fire_ax;TOOL;data/mods/TEST_DATA/items.json
chitin3_molt_timer1;effect_on_condition;data/json/effect_on_condition.json
refctr_NW4b_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
dissect_raptor_sample_huge;harvest;data/mods/DinoMod/harvest_dissect.json
DEBUG_MIND_CONTROL;mutation;data/json/mutations/mutations.json
achievement_lvl_10_archery;achievement;data/json/achievements.json
void_spider_lair;overmap_special;data/json/overmap/overmap_special/specials.json
ACT_HARVEST;activity_type;data/json/player_activities.json
chair_pants;item_group;data/json/itemgroups/food_service.json
NC_NPC_MUTANT_INSECT;npc_class;data/mods/Aftershock/npcs/Backgrounds/npc_classes_mutant.json
Radio Tower;overmap_special;data/json/overmap/overmap_special/specials.json
constr_concrete_wall_gray;construction;data/json/construction.json
refctr_SW1a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
shirts_summer_unisex;item_group;data/json/itemgroups/Clothing_Gear/clothing.json
USAS20mag;MIGRATION;data/mods/Generic_Guns/magazines/gg_magazines_migration.json
nested_all_brigandin_coat_shoulders;nested_category;data/json/recipes/nested.json
armor_kevlar_rigid;requirement;data/json/requirements/tailoring.json
MA_103_GARDNER;city;data/mods/MA/cities.json
refctr_NE2d_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
manifested_destiny_spider;effect_on_condition;data/mods/Xedra_Evolved/mutations/mutation_eocs.json
basketlg_folding;vehicle_part;data/json/vehicleparts/cargo.json
Wasp Tower;overmap_special;data/json/overmap/overmap_special/specials.json
MA_92_ESSEX;city;data/mods/MA/cities.json
constr_carpet_metal_green;construction;data/json/construction.json
BG_other_survivor_stories;trait_group;data/json/npcs/BG_trait_groups.json
evac_center_3_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W5c_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
changing_mutate;effect_on_condition;data/json/mutations/changing_eocs.json
teleport_coin;SPELL;data/mods/Xedra_Evolved/spells/dreamer_spells.json
nested_aketon_nylon;nested_category;data/json/recipes/nested.json
constr_apiary;construction;data/json/construction.json
refctr_SW3e_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
f_fake_bench_hands;furniture;data/json/furniture_and_terrain/furniture-fakes.json
storage_units_large;city_building;data/json/overmap/multitile_city_buildings.json
refctr_NE5d_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
jdelinquent;profession;data/json/professions.json
refctr_W1a_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_148_LANESBOROUGH;city;data/mods/MA/cities.json
refctr_E1a_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
blaze_washing_machine;vehicle_part;data/mods/BlazeIndustries/furniture_and_terrain/blaze_appliances.json
refctr_N3a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SW3d;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
SHREDDED;json_flag;data/json/flags.json
refctr_E4b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
nested_all_chainmail_feet;nested_category;data/json/recipes/nested.json
MA_127_HATFIELD;city;data/mods/MA/cities.json
Island_1;overmap_special;data/mods/innawood/overmap/specials_kept.json
refctr_N4d_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_revert_strconc_wall_paint_y;construction;data/json/construction.json
bp_40ball;MIGRATION;data/mods/Generic_Guns/ammo/gg_ammo_migration.json
fd_tindalos_rift;field_type;data/json/field_type.json
sound_fatigue_focus_layout;widget;data/json/ui/layout.json
f_kiln_metal_full;furniture;data/json/furniture_and_terrain/furniture-tools.json
xl_nanomesh_vest;ARMOR;data/mods/Aftershock/items/armor.json
constr_strconc_wall_pink;construction;data/json/construction.json
MA_87_EASTHAMPTON;city;data/mods/MA/cities.json
2fMotel;overmap_special;data/json/overmap/overmap_special/specials.json
constr_carpet_wood_purple;construction;data/json/construction.json
lab_surface_brick_basementA3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_lab.json
prac_melee_int;practice;data/json/recipes/practice/melee.json
constr_revert_window_taped;construction;data/json/construction.json
HUMAN_EYES;mutation;data/json/mutations/mutations.json
book_fict_soft_west_gore;BOOK;data/json/items/book/misc.json
test_mag;BOOK;data/mods/TEST_DATA/items.json
ap_water_purifier;vehicle_part;data/json/furniture_and_terrain/appliances.json
refctr_W1b_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_E1b_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_ISHERWOOD_CLAIRE_shoes;item_group;data/json/npcs/isherwood_farm/NPC_Claire_Isherwood.json
nested_posts_all;nested_category;data/json/recipes/nested.json
NC_NINJA_shirt;item_group;data/mods/innawood/npcs/class_item_groups.json
app_heater_large;construction;data/json/construction.json
mon_test_camera;MONSTER;data/mods/TEST_DATA/monsters.json
nested_modified_gunmods;nested_category;data/json/recipes/nested.json
refctr_NE5a_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_ARMY_hat;item_group;data/mods/Military_Professions/npc/NC_ARMY.json
NC_HUNTER_extra;item_group;data/json/npcs/NC_HUNTER.json
5l_budget_steel;AMMO;data/json/items/resources/metal.json
refctr_SE2e_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
evac_center_4_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_S2e_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
2fmotel_2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_commercial.json
ranged_dispersion_vision_mod;character_mod;data/json/character_modifiers.json
all_faction_base_types;recipe_group;data/json/recipes/basecamps/recipe_groups.json
refctr_NW4a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
regional_airport;overmap_special;data/json/overmap/overmap_special/specials.json
nested_flours;nested_category;data/json/recipes/nested.json
constr_carpet_wood_yellow;construction;data/json/construction.json
refctr_N1b_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_revert_concrete_wall_paint_r;construction;data/json/construction.json
MA_310_WAREHAM;city;data/mods/MA/cities.json
EOC_selector_test;effect_on_condition;data/json/example_eocs.json
refctr_W1c;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
arts_and_crafts;profession;data/json/hobbies.json
refctr_NW3c_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
dissect_cattle_sample_huge;harvest;data/json/harvest_dissect.json
refctr_W4a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NE1e_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
psi_biokinetic_athlete;profession;data/mods/MindOverMatter/professions.json
constr_remove_reinforced_glass_door;construction;data/json/deconstruction.json
mend_fault_engine_pump_fuel_replace;fault_fix;data/json/faults/fixes_vehicles.json
NC_HUNTER_archery;item_group;data/json/npcs/NC_HUNTER.json
mx_bandits_outpost;map_extra;data/mods/No_Hope/Mapgen/map_extras/map_extras.json
refctr_SW1d_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
bionic_mentat;profession;data/mods/package_bionic_professions/bionic_professions.json
refctr_SW1d;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
achievement_kill_100000_changelings;achievement;data/mods/Xedra_Evolved/achievements/achievements.json
refctr_NW2d_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
police_armory_full_m9mag_9mmP;item_group;data/json/itemgroups/Weapons_Mods_Ammo/arsenal/police_armory.json
NC_SOLDIER_smg;item_group;data/json/npcs/NC_SOLDIER.json
salesman;profession;data/json/professions.json
frostcream_man;profession;data/mods/Magiclysm/professions.json
refctr_W5d_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
ACT_DISSECT;activity_type;data/json/player_activities.json
constr_wall_r;construction;data/json/construction.json
world_difficulty;option_slider;data/core/world_option_sliders.json
refctr_SW2a_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_wall_rammed_earth;construction;data/json/construction.json
test_dragon_book;BOOK;data/mods/TEST_DATA/items.json
evac_center_19_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
butchery_tree_pseudo;TOOL;data/json/items/tool/pseudo.json
speedydex;MOD_INFO;data/mods/speedydex/modinfo.json
dissect_human_sample_huge;harvest;data/json/harvest_dissect.json
f_wildcotton;furniture;data/mods/innawood/furniture_and_terrain/furniture-flora.json
refctr_SE4e_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
psi_matrix_channeling_drain_reduce;recipe;data/mods/MindOverMatter/recipes/drain.json
constr_revert_concrete_wall_paint_y;construction;data/json/construction.json
refctr_N2a_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
cowboy;profession;data/json/professions.json
roller_derby;profession;data/json/hobbies.json
evac_center_22_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_N2b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
conduct_zero_character_kills;conduct;data/json/conducts.json
Lakeside Cabin 4;overmap_special;data/json/overmap/overmap_special/specials.json
refctr_N4b_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
godco_place_wall;effect_on_condition;data/json/mapgen/godco/godco_eocs.json
test_jacket_jean;ARMOR;data/mods/TEST_DATA/items.json
xe_cold_iron_stab_damage;damage_type;data/mods/Xedra_Evolved/damage_types.json
constr_wood_stairs_up_half;construction;data/json/construction.json
afs_gardener_cyborg;npc;data/mods/Aftershock/npcs/npc.json
NC_OPS_rifle;item_group;data/mods/Military_Professions/npc/NC_OPS.json
NC_FARMER_shoes;item_group;data/mods/innawood/npcs/class_item_groups.json
constr_wood_wall_brown;construction;data/json/construction.json
morale_vegetarian;morale_type;data/json/morale_types.json
constr_remove_t_thconc_floor;construction;data/json/deconstruction.json
WEAPON_HELD;ITEM_CATEGORY;data/json/item_category.json
risk_high;overmap_location;data/json/npcs/destination_locations.json
source_of_drink;overmap_location;data/json/npcs/destination_locations.json
score_distance_veh_onboard;score;data/json/scores.json
ravine_floor_edge;overmap_terrain;data/json/overmap/overmap_terrain/overmap_terrain_ravines.json
refctr_S1a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_remove_grass_tall;construction;data/json/construction.json
TALK_GODCO_Helena_Tell_FreeMerch;talk_topic;data/json/npcs/godco/members/NPC_Helena_Misinter.json
low_profile_start;scenario;data/json/scenarios.json
evac_center_5_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_remove_reinforced_glass_door_lab;construction;data/json/deconstruction.json
refctr_N2a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
melee_thrown_move_lift_mod;character_mod;data/json/character_modifiers.json
xe_specter;profession;data/mods/Xedra_Evolved/player/professions.json
took_prozac;effect_type;data/json/effects.json
test_armguard;ARMOR;data/mods/TEST_DATA/items.json
MA_5_AGAWAM;city;data/mods/MA/cities.json
ALLERGEN_CHEESE;json_flag;data/json/flags.json
matchhead_40ball;MIGRATION;data/mods/Generic_Guns/ammo/gg_ammo_migration.json
basketsm_external;vehicle_part;data/json/vehicleparts/cargo.json
MA_272_SHUTESBURY;city;data/mods/MA/cities.json
refctr_SW1a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_OPS_misc;item_group;data/json/npcs/NC_OPS.json
xl_mt_chainmail_suit;ARMOR;data/mods/Xedra_Evolved/items/armor/armor.json
vitrified_death;effect_on_condition;data/json/vitrification_effect_on_condition.json
nested_all_survivor_jumpsuits;nested_category;data/json/recipes/nested.json
refctr_SW3a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
mend_fault_gun_unlubricated;fault_fix;data/json/faults/fixes_gun.json
xe_all_spells_high;item_group;data/mods/Xedra_Evolved/itemgroups/spell_artifacts/main.json
frame_wood_handle;vehicle_part;data/json/vehicleparts/vehicle_parts.json
t_grass_fake;terrain;data/mods/desert_region/furniture-and-terrain/desert_terrain.json
EOC_PORTAL_STORM_MAPGEN;effect_on_condition;data/json/portal_storm_effect_on_condition.json
evac_center_11_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
TALK_TEST_SEASON;talk_topic;data/json/npcs/TALK_TEST.json
style_debug;martial_art;data/json/martialarts.json
lab_surface_brick_basementA4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_lab.json
refctr_W3d;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
tank_30gal_drum_aluminum;vehicle_part;data/json/vehicleparts/tanks.json
alcohol_wipes_box_full;item_group;data/json/itemgroups/Drugs_Tobacco_Alcohol/drugs.json
hp_left_arm_num_label;widget;data/json/ui/hp.json
refctr_N1e_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
default_parkinglot;vehicle_spawn;data/json/road_vehicles.json
refctr_N3b;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_revert_wall_paint;construction;data/json/construction.json
evac_center_20_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_forge;construction;data/json/construction.json
MA_227_PALMER;city;data/mods/MA/cities.json
prison_canine_utility;item_group;data/mods/No_Hope/Mapgen/prison_1.json
test_sundial_text;widget;data/mods/TEST_DATA/widgets.json
nested_black_dragon_scale_armor_all;nested_category;data/mods/Magiclysm/recipes/nested.json
constr_woodstove;construction;data/json/construction.json
prac_elec_semiconductors;practice;data/json/recipes/practice/electronics.json
app_wall_wiring_homemade;construction;data/json/construction.json
refctr_SW3b_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W1b_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_OPS_shoes;item_group;data/mods/Military_Professions/npc/NC_OPS.json
ACT_DROP;activity_type;data/json/player_activities.json
mx_grass2;map_extra;data/json/overmap/map_extras.json
evac_center_6_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_rock_wall_half;construction;data/json/construction.json
dist_matrix_crystals_rare;item_group;data/mods/MindOverMatter/itemgroups/itemgroups.json
refctr_NW3a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_radio_controls;construction;data/json/construction.json
evac_center_17_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
TALK_TEST_COMPARE_INT;talk_topic;data/json/npcs/TALK_TEST.json
refctr_S5a_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
CWH_GUNG_HO_2_IDEAS3;talk_topic;data/json/npcs/Backgrounds/gung_ho_2.json
refctr_W5c_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_woodchips;construction;data/json/construction.json
NC_SCAVENGER_gloves;item_group;data/mods/innawood/npcs/class_item_groups.json
refctr_S4b_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_S1c_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
test_t_prying3;terrain;data/mods/TEST_DATA/terrain.json
infested_shelter_start;scenario;data/json/scenarios.json
ACT_SHAVE;activity_type;data/json/player_activities.json
hates_books;profession;data/mods/innawood/hobbies.json
t_traderwall;terrain;data/mods/Sky_Island/furniture_and_terrain.json
office_tower_hiddenlab;city_building;data/json/overmap/multitile_city_buildings.json
afs_bionic_power_mod;TOOLMOD;data/mods/Aftershock/items/tools.json
NO_PARASITES;json_flag;data/json/flags.json
MA_303_UPTON;city;data/mods/MA/cities.json
ACT_ARMOR_LAYERS;activity_type;data/json/player_activities.json
arrow_metal_target;AMMO;data/json/items/ranged/archery.json
dissect_lupine_sample_huge;harvest;data/json/harvest_dissect.json
refctr_N5b_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NW5a_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W3a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SE2c_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
prac_unarmed_int;practice;data/json/recipes/practice/melee.json
small_cans;requirement;data/json/requirements/cooking_components.json
EOC_math_spell_xp;effect_on_condition;data/mods/TEST_DATA/EOC.json
refctr_E2c_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
heating_bionic;effect_type;data/json/effects.json
refctr_E4d_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
nested_aluminum_scrap;nested_category;data/json/recipes/nested.json
MA_196_NAHANT;city;data/mods/MA/cities.json
RM13;enchantment;data/json/enchantments.json
constr_concrete_wall_cyan;construction;data/json/construction.json
shaolin;profession;data/json/hobbies.json
refctr_SW4b_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
app_planer;construction;data/json/construction.json
refctr_E4a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
o_lightindustry;overmap_special;data/mods/No_Hope/overmap_specials.json
MA_201_NEW_BEDFORD;city;data/mods/MA/cities.json
MA_150_LEE;city;data/mods/MA/cities.json
NC_FARMER_shirt;item_group;data/json/npcs/NC_FARMER.json
bunker shop;overmap_special;data/json/overmap/overmap_special/specials.json
test_thrown_dex_mod;character_mod;data/mods/TEST_DATA/character_modifiers.json
folded_wheelchair_generic;TOOL;data/json/items/tool/unfoldable.json
beekeeper;profession;data/json/professions.json
test_compass_legend_1;widget;data/mods/TEST_DATA/widgets.json
